,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
432,Ba'athist Iraq,The capital of [X] is [Y] .,Baghdad,"For instance, North Korea, though it provided Iran with massive military assistance during the Iran-Iraq War (an act that induced [MASK] to break diplomatic relations with Pyongyang), made repeated attempts to normalize its relations with the Iraqi government.","For instance, North Korea, though it provided Iran with massive military assistance during the Iran-Iraq War (an act that induced Baghdad to break diplomatic relations with Pyongyang), made repeated attempts to normalize its relations with the Iraqi government.","['For instance, North Korea, though it provided Iran with massive military assistance during the Iran-Iraq War (an act that induced Baghdad to break diplomatic relations with Pyongyang), made repeated attempts to normalize its relations with the Iraqi government.']","For instance, North Korea, though it provided Iran with massive military assistance during the Iran-Iraq War (an act that induced Baghdad to break diplomatic relations with Pyongyang), made repeated attempts to normalize its relations with the Iraqi government.",,
433,Kingdom of Bulgaria,The capital of [X] is [Y] .,Sofia,"When Romanian troops approached the capital [MASK], Bulgaria asked for an armistice, resulting in the Treaty of Bucharest, in which Bulgaria had to cede portions of its First Balkan War gains to Serbia, Greece and Romania.","When Romanian troops approached the capital Sofia, Bulgaria asked for an armistice, resulting in the Treaty of Bucharest, in which Bulgaria had to cede portions of its First Balkan War gains to Serbia, Greece and Romania.",['when romanian troops approached the capital sofia bulgaria asked for an armistice resulting in the treaty of bucharest in which bulgaria had to cede portions of its first balkan war gains to serbia greece and romania'],when romanian troops approached the capital Sofia bulgaria asked for an armistice resulting in the treaty of [MASK] in which bulgaria had to cede portions of its first balkan war gains to serbia greece and romania,,
434,Province of Naples,The capital of [X] is [Y] .,Naples,"The Botanical Garden of [MASK] (in Italian: Orto botanico di Napoli, also Real Orto Botanico) is a research facility of the University of Naples Federico II.","The Botanical Garden of Naples (in Italian: Orto botanico di Napoli, also Real Orto Botanico) is a research facility of the University of Naples Federico II.","['The Botanical Garden of Naples (in Italian: Orto botanico di Napoli, also Real Orto Botanico) is a research facility of the University of Naples Federico II.']","The Botanical Garden of Naples (in Italian: Orto botanico di Napoli, also Real Orto Botanico) is a research facility of the University of Naples Federico II.",,
435,Romania,The capital of [X] is [Y] .,Bucharest,"In the resulting Treaty of [MASK], Bulgaria lost most of the territories it had gained in the First Balkan War in addition to being forced to cede the ex-Ottoman south-third of Dobroudja province to Romania.","In the resulting Treaty of Bucharest, Bulgaria lost most of the territories it had gained in the First Balkan War in addition to being forced to cede the ex-Ottoman south-third of Dobroudja province to Romania.","['bulgaria lost most of the territory gained in the first balkan war in the resulting treaty of bucharest in addition to being forced to cede the ex-ottoman southern third of the dobroudja', 'in the resulting treaty of bucharest bulgaria lost most of the territories it had gained in the first balkan war in addition to being forced to cede the ex-ottoman southern third of the dobroudja province to romania', 'in the resulting treaty of bucharest bulgaria lost most of the territories it had gained during the first balkan war in addition to being forced to cede the ex-ottoman south-third of dobroudja province to romania']",bulgaria lost most of the territory gained in the first balkan war in the resulting treaty of [MASK] in addition to being forced to cede the ex-ottoman southern third of the dobroudja,in the resulting treaty of [MASK] bulgaria lost most of the territories it had gained in the first balkan war in addition to being forced to cede the ex-ottoman southern third of the dobroudja province to romania,in the resulting treaty of [MASK] bulgaria lost most of the territories it had gained during the first balkan war in addition to being forced to cede the ex-ottoman south-third of dobroudja province to romania
436,Renfrewshire,The capital of [X] is [Y] .,Paisley,"Arkleston Junction is a railway junction east of the town of [MASK], Renfrewshire, Scotland.","Arkleston Junction is a railway junction east of the town of Paisley, Renfrewshire, Scotland.","['arkleston junction is a railway junction east of paisley renfrewshire scotland', 'arkleston junction is a railway crossing east of the town of paisley renfrewshire scotland', 'arkleston junction is a railway junction east of the town of paisley renfrewshire scotland']",arkleston junction is a railway junction east of [MASK] renfrewshire scotland,arkleston junction is a railway crossing east of the town of [MASK] renfrewshire scotland,arkleston junction is a railway junction east of the town of [MASK] renfrewshire scotland
437,Switzerland,The capital of [X] is [Y] .,Bern,"Heinz Schneiter (born 12 April 1935 in Thun, Canton of [MASK]) is a former Swiss football player.","Heinz Schneiter (born 12 April 1935 in Thun, Canton of Bern) is a former Swiss football player.",['heinz schneiter born april 12 1935 in the canton of thun of bern is a former swiss footballer'],heinz schneiter born april 12 1935 in the canton of thun of [MASK] is a former swiss footballer,,
438,Austria,The capital of [X] is [Y] .,Vienna,"In addition, the IAEA has three laboratories located in [MASK] and Seibersdorf, Austria, and in Monaco.","In addition, the IAEA has three laboratories located in Vienna and Seibersdorf, Austria, and in Monaco.","['In addition, the IAEA has three laboratories located in Vienna and Seibersdorf, Austria, and in Monaco.']","In addition, the IAEA has three laboratories located in Vienna and Seibersdorf, Austria, and in Monaco.",,
439,Kanawha County,The capital of [X] is [Y] .,Charleston,"He was born on June 9, 1847 in [MASK] in Kanawha County, which was then in Virginia.","He was born on June 9, 1847 in Charleston in Kanawha County, which was then in Virginia.",['he was born on june 9 1847 in charleston in kanawha county which was then in virginia'],he was born on june 9 1847 in [MASK] in kanawha county which was then in virginia,,
440,Slovakia,The capital of [X] is [Y] .,Bratislava,"Its capital, [MASK], is the largest financial centre in Slovakia.","Its capital, Bratislava, is the largest financial centre in Slovakia.","['Its capital, Bratislava, is the largest financial centre in Slovakia.']","Its capital, Bratislava, is the largest financial centre in Slovakia.",,
441,England,The capital of [X] is [Y] .,London,The area is one of the hearts of culture in [MASK] and the South East of England.,The area is one of the hearts of culture in London and the South East of England.,['The area is one of the hearts of culture in London and the South East of England.'],The area is one of the hearts of culture in London and the South East of England.,,
442,Labuan,The capital of [X] is [Y] .,Victoria,"Victoria ([vikˈtɔriˈa]) or Labuan Town (Malay: [MASK]) is the capital of the Federal Territory of Labuan in Malaysia, an island group off the north coast of Borneo.","Victoria ([vikˈtɔriˈa]) or Labuan Town (Malay: Victoria) is the capital of the Federal Territory of Labuan in Malaysia, an island group off the north coast of Borneo.","['Victoria ([vikˈtɔriˈa]) or Labuan Town (Malay: Victoria) is the capital of the Federal Territory of Labuan in Malaysia, an island group off the north coast of Borneo.']","Victoria ([vikˈtɔriˈa]) or Labuan Town (Malay: Victoria) is the capital of the Federal Territory of Labuan in Malaysia, an island group off the north coast of Borneo.",,
443,French Community of Belgium,The capital of [X] is [Y] .,Brussels,"The Common Community Commission (French: Commission communautaire commune, Dutch: Gemeenschappelijke Gemeenschapscommissie) is responsible for [MASK] community matters that are common to both the French Community and the Flemish Community and for institutions that fall within the competencies of the Communities but do not belong exclusively to either Community in the Brussels-Capital Region of Belgium.","The Common Community Commission (French: Commission communautaire commune, Dutch: Gemeenschappelijke Gemeenschapscommissie) is responsible for Brussels community matters that are common to both the French Community and the Flemish Community and for institutions that fall within the competencies of the Communities but do not belong exclusively to either Community in the Brussels-Capital Region of Belgium.",['the common community commission dutch gemeenschappelijke gemeenschapscommissie french commission communautaire commune is responsible for brussels community matters that are common to both the french community and the flemish community and for institutions that are within the competence of the communities but'],the common community commission dutch gemeenschappelijke gemeenschapscommissie french commission communautaire commune is responsible for [MASK] community matters that are common to both the french community and the flemish community and for institutions that are within the competence of the communities but,,
444,Egypt,The capital of [X] is [Y] .,Cairo,"He married Rose Edith Kelly and in 1904 they honeymooned in [MASK], Egypt, where Crowley claimed to have been contacted by a supernatural entity named Aiwass, who provided him with The Book of the Law, a sacred text that served as the basis for Thelema.","He married Rose Edith Kelly and in 1904 they honeymooned in Cairo, Egypt, where Crowley claimed to have been contacted by a supernatural entity named Aiwass, who provided him with The Book of the Law, a sacred text that served as the basis for Thelema.","['he married rose edith kelly and in 1904 they honeymooned in cairo egypt where crowley claimed to have been contacted by a supernatural entity named aiwass who provided him with the book of the law a sacred text that served as', 'he married rose edith kelly and they honeymooned in cairo egypt in 1904 where crowley claimed to have been contacted by a supernatural entity named aiwass who provided him with the book of the law a sacred text that served as the basis for thele', 'he married rose edith kelly and they honeymooned in cairo egypt in 1904 where crowley claimed to have been contacted by a supernatural entity named aiwass who provided him with the book of the law a sacred text that served as the basis for thelem']",he married rose edith kelly and in 1904 they honeymooned in Cairo egypt where [MASK] claimed to have been contacted by a supernatural entity named aiwass who provided him with the book of the law a sacred text that served as,he married rose edith kelly and they honeymooned in Cairo egypt in 1904 where [MASK] claimed to have been contacted by a supernatural entity named aiwass who provided him with the book of the law a sacred text that served as the basis for thele,he married rose edith kelly and they honeymooned in Cairo egypt in 1904 where [MASK] claimed to have been contacted by a supernatural entity named aiwass who provided him with the book of the law a sacred text that served as the basis for thelem
