obj_label,masked_sentence,masked_sentence_roberta
1942,"Tabu Taid was born in August 1, [MASK] in a remote and economically backward village Ghunasuti Ayengia in Lakhimpur district of Assam .","Tabu Taid was born in August 1, <mask> in a remote and economically backward village Ghunasuti Ayengia in Lakhimpur district of Assam ."
1974,"Matt Robinson (born [MASK]) is a Canadian poet born in Halifax, Nova Scotia .","Matt Robinson (born <mask>) is a Canadian poet born in Halifax, Nova Scotia ."
1924,"Frank Jones (c. [MASK] -- July 24, 2009) was an American football coach .","Frank Jones (c. <mask> -- July 24, 2009) was an American football coach ."
1950,"Clark Barnes(b. Aug 6th, [MASK]) is currently a member of The West Virginia Senate, representing District 15 as a Republican, additionally Senator Barnes serves as the Minority Whip .","Clark Barnes(b. Aug 6th, <mask>) is currently a member of The West Virginia Senate, representing District 15 as a Republican, additionally Senator Barnes serves as the Minority Whip ."
1979,Sveta Planman (born [MASK]) is a Russian born Finnish fashion designer and entrepreneur .,Sveta Planman (born <mask>) is a Russian born Finnish fashion designer and entrepreneur .
1818,"John Hannah ([MASK] -- 1888) was a Church of England clergyman and schoolmaster, son of John Hannah (1792--1867) and his wife, Jane Caparn (d. 1870) .","John Hannah (<mask> -- 1888) was a Church of England clergyman and schoolmaster, son of John Hannah (1792--1867) and his wife, Jane Caparn (d. 1870) ."
1898,"Orlean Christian (c. [MASK] -- October 21, 1979) was an American football, basketball, and baseball coach and college athletics administrator in the United States .","Orlean Christian (c. <mask> -- October 21, 1979) was an American football, basketball, and baseball coach and college athletics administrator in the United States ."
1955,"David W Rivkin (Born: October 17, [MASK]) is a litigation partner in the prominent international law firm Debevoise & Plimpton LLP, specializing in international litigation and arbitration, and Co-Chair of the firm's International Dispute Resolution Group .","David W Rivkin (Born: October 17, <mask>) is a litigation partner in the prominent international law firm Debevoise & Plimpton LLP, specializing in international litigation and arbitration, and Co-Chair of the firm's International Dispute Resolution Group ."
1950,"Zoubir Bachi (born January 12, [MASK] in El Biar, Algiers) is a retired Algerian football player .","Zoubir Bachi (born January 12, <mask> in El Biar, Algiers) is a retired Algerian football player ."
1945,"She was born in Longview, Texas, on May 8, [MASK] .","She was born in Longview, Texas, on May 8, <mask> ."
1967,"The daughter of Scottish parents, Brinkman was born in Melbourne, Australia in [MASK] .","The daughter of Scottish parents, Brinkman was born in Melbourne, Australia in <mask> ."
1798,"Ramón de la Sagra was born on April 8, [MASK] in A Coruña, a province of Spain .","Ramón de la Sagra was born on April 8, <mask> in A Coruña, a province of Spain ."
1939,Air Chief Marshal Athanasios Tzoganis (; born 15 July [MASK]) is a retired Hellenic Air Force officer who served as Chief of the Hellenic National Defence General Staff in 1996--1999 .,Air Chief Marshal Athanasios Tzoganis (; born 15 July <mask>) is a retired Hellenic Air Force officer who served as Chief of the Hellenic National Defence General Staff in 1996--1999 .
1948,"D C Reeve (born September 10, [MASK]) is a philosophy professor at the University of North Carolina .","D C Reeve (born September 10, <mask>) is a philosophy professor at the University of North Carolina ."
1957,"He was born in Birmingham, England, in [MASK] .","He was born in Birmingham, England, in <mask> ."
1969,"Michael Harmon was born in [MASK] and is the author of three books: Skate, The Last Exit to Normal, and Brutal .","Michael Harmon was born in <mask> and is the author of three books: Skate, The Last Exit to Normal, and Brutal ."
1987,Milan Stavrić (born 21 May [MASK]) is a Serbian footballer who plays for Slavia Sofia in the Bulgarian A PFG .,Milan Stavrić (born 21 May <mask>) is a Serbian footballer who plays for Slavia Sofia in the Bulgarian A PFG .
1899,"He was born in [MASK], in the sinus of an outstanding family of the industrial bourgeoisie inhabitant of Sabadell .","He was born in <mask>, in the sinus of an outstanding family of the industrial bourgeoisie inhabitant of Sabadell ."
1941,Louis Boutet de Monvel (born 22 June [MASK]) is a French mathematician working on functional analysis .,Louis Boutet de Monvel (born 22 June <mask>) is a French mathematician working on functional analysis .
1989,He was born December 27 in [MASK] .,He was born December 27 in <mask> .
1970,"A native of Fountain Valley, California, Michael Burghardt was born in [MASK] .","A native of Fountain Valley, California, Michael Burghardt was born in <mask> ."
1948,He was born in [MASK] and started his career as an investment banker .,He was born in <mask> and started his career as an investment banker .
1953,"Malone was born in [MASK] in Lansing, Michigan where he played in a Beatles-inspired garage band called The Plagues .","Malone was born in <mask> in Lansing, Michigan where he played in a Beatles-inspired garage band called The Plagues ."
1892,"Mustafa Raza Khan, commonly known among the Muslims of South Asia as Mufti e Azam e Hind, was born in Bareilly, Uttar Pradesh, India in [MASK] .","Mustafa Raza Khan, commonly known among the Muslims of South Asia as Mufti e Azam e Hind, was born in Bareilly, Uttar Pradesh, India in <mask> ."
1988,"Dmitry Vyacheslavovich Korolyov (; born April 15, [MASK]) is a Russian professional association football player .","Dmitry Vyacheslavovich Korolyov (; born April 15, <mask>) is a Russian professional association football player ."
1969,"David Luff, born [MASK], is a former senior journalist with the Sydney-based, Rupert Murdoch-owned newspaper The Daily Telegraph, and a former senior media adviser to the then Prime Minister of Australia, John Howard .","David Luff, born <mask>, is a former senior journalist with the Sydney-based, Rupert Murdoch-owned newspaper The Daily Telegraph, and a former senior media adviser to the then Prime Minister of Australia, John Howard ."
1955,"Endang Turmudi, MA was born in Karawang, Indonesia on 28 October [MASK] .","Endang Turmudi, MA was born in Karawang, Indonesia on 28 October <mask> ."
1991,Keith Price (born c [MASK]) is an American football quarterback .,Keith Price (born c <mask>) is an American football quarterback .
1962,"Zulkiflee Anwar Haque (born May 15, [MASK]), better known as Zunar to Malaysians, is a cartoonist for online news website, Malaysiakini .","Zulkiflee Anwar Haque (born May 15, <mask>), better known as Zunar to Malaysians, is a cartoonist for online news website, Malaysiakini ."
1942,"Louis K Meisel (born [MASK] in Brooklyn, New York) is an American published author and the founder and proponent of the photorealist art movement, coining the term in 1969 .","Louis K Meisel (born <mask> in Brooklyn, New York) is an American published author and the founder and proponent of the photorealist art movement, coining the term in 1969 ."
1942,"Francesco Di Carlo (Altofonte, February 18, [MASK]) is a member of the Mafia who turned state witness (pentito - a mafioso turned informer) in 1996 .","Francesco Di Carlo (Altofonte, February 18, <mask>) is a member of the Mafia who turned state witness (pentito - a mafioso turned informer) in 1996 ."
1786,"His father, Gideon Nye, was born in [MASK] and died in 1875 .","His father, Gideon Nye, was born in <mask> and died in 1875 ."
1968,Rufus May (born [MASK]?) is a British clinical psychologist best known for using his own experiences of being a psychiatric patient to promote alternative recovery approaches for those experiencing psychotic symptoms .,Rufus May (born <mask>?) is a British clinical psychologist best known for using his own experiences of being a psychiatric patient to promote alternative recovery approaches for those experiencing psychotic symptoms .
1943,"Harry Pilling, born Ashton-under-Lyne, Lancashire on 2 February [MASK], played first-class and List A cricket for Lancashire between 1962 and 1982 .","Harry Pilling, born Ashton-under-Lyne, Lancashire on 2 February <mask>, played first-class and List A cricket for Lancashire between 1962 and 1982 ."
1959,Muchiuchi Kodama (born circa [MASK]) was the game designer of the Nintendo Entertainment System video game .,Muchiuchi Kodama (born circa <mask>) was the game designer of the Nintendo Entertainment System video game .
1952,"Hatif Janabi (born [MASK]) is an Iraqi poet, translator and author .","Hatif Janabi (born <mask>) is an Iraqi poet, translator and author ."
1976,Likane Julie Toualy (born [MASK]) is an Ivorian team handball player .,Likane Julie Toualy (born <mask>) is an Ivorian team handball player .
1911,"Ernst Meister (born September 3, [MASK] in Hagen, died June 15, 1979) was a German poet and writer .","Ernst Meister (born September 3, <mask> in Hagen, died June 15, 1979) was a German poet and writer ."
1959,Declan Nerney (born c [MASK]) is an Irish singer of country and Irish genre .,Declan Nerney (born c <mask>) is an Irish singer of country and Irish genre .
1946,"Marie Trainer, born circa [MASK] , is the outgoing mayor of Haldimand County, Ontario, Canada after having been defeated on October, 25th 2010 by Mayor Elect Ken Hewitt .","Marie Trainer, born circa <mask> , is the outgoing mayor of Haldimand County, Ontario, Canada after having been defeated on October, 25th 2010 by Mayor Elect Ken Hewitt ."
1826,"According to the biography written by John G Bennett, Long Pilgrimage - The Life and Teaching of the Shivapuri Baba, Shivapuri Baba was born in the Indian State of Kerala as Jayanthan Nambudiripad in [MASK] and became a seeker after truth at the age of 18 .","According to the biography written by John G Bennett, Long Pilgrimage - The Life and Teaching of the Shivapuri Baba, Shivapuri Baba was born in the Indian State of Kerala as Jayanthan Nambudiripad in <mask> and became a seeker after truth at the age of 18 ."
1944,"Takashi Koizumi (小泉堯史 Koizumi Takashi) (November 6, [MASK], Mito) is a Japanese film director .","Takashi Koizumi (小泉堯史 Koizumi Takashi) (November 6, <mask>, Mito) is a Japanese film director ."
1961,"Andrea Zlatar Violić (born 13 April [MASK]) in Zagreb is a well known Croatian editor of literature magazines such as Vijenac, Zarez and Gordogan .","Andrea Zlatar Violić (born 13 April <mask>) in Zagreb is a well known Croatian editor of literature magazines such as Vijenac, Zarez and Gordogan ."
1958,"Rajagopala Tondaiman was born on October 7, [MASK] to Prince Radhakrishna Tondaiman, the younger brother of Raja Rajagopala Tondaiman, and his wife, Mathusri Raja Srimathi Rani Remi Devi Rajammani Bayi Sahib .","Rajagopala Tondaiman was born on October 7, <mask> to Prince Radhakrishna Tondaiman, the younger brother of Raja Rajagopala Tondaiman, and his wife, Mathusri Raja Srimathi Rani Remi Devi Rajammani Bayi Sahib ."
1941,"He was born in Cape Breton in [MASK] and educated at Dalhousie University, Halifax, Nova Scotia (BA 1963), and at Concordia University, Montreal, Quebec (MA 1985) .","He was born in Cape Breton in <mask> and educated at Dalhousie University, Halifax, Nova Scotia (BA 1963), and at Concordia University, Montreal, Quebec (MA 1985) ."
1944,Yadolah Dodge (born 30 March [MASK]) is an Iranian and Swiss statistician .,Yadolah Dodge (born 30 March <mask>) is an Iranian and Swiss statistician .
1965,Juliette Gruber is a British Actor born in The United States of America in [MASK] .,Juliette Gruber is a British Actor born in The United States of America in <mask> .
1865,"Oscar Rotter (b. 21 July, [MASK]), also with the German spelling Oskar Rotter, was a German-born New York physician and proponent of free love and contraception .","Oscar Rotter (b. 21 July, <mask>), also with the German spelling Oskar Rotter, was a German-born New York physician and proponent of free love and contraception ."
1897,"Kathleen Garsgadden was born on 18 February [MASK] at 13 Nithsdale Gardens, Crossmyloof, Glasgow, the daughter of George Garscadden, accountant and businessman, and his wife, Maggie Jane Vint .","Kathleen Garsgadden was born on 18 February <mask> at 13 Nithsdale Gardens, Crossmyloof, Glasgow, the daughter of George Garscadden, accountant and businessman, and his wife, Maggie Jane Vint ."
1993,Federica Testa (born 27 August [MASK] in Milan) is an Italian ice dancer .,Federica Testa (born 27 August <mask> in Milan) is an Italian ice dancer .
